Question,Answer Disease,Answer Index,Number of Symptoms,llama38b_Answer,extracted,check
"A patient is presenting with the following symptoms: Sharp abdominal pain, Diarrhea, Neck mass, Regurgitation, Foot or toe swelling, Changes in stool appearance. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Intestinal cancer 2) Bladder cancer 3) Fracture of the vertebra 4) Raynaud disease",Intestinal cancer,1,6,"1) Intestinal cancer
Explanation: The symptoms of the patient, such as sharp abdominal pain, diarrhea, and changes",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Diarrhea, Neck mass, Regurgitation, Foot or toe swelling, Changes in stool appearance. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Raynaud disease 2) Intestinal cancer 3) Bladder cancer 4) Fracture of the vertebra",Intestinal cancer,2,6,"1) Raynaud disease
Explanation: The symptoms of the patient, such as sharp abdominal pain, diarrhea, neck",1,different
"A patient is presenting with the following symptoms: Sharp abdominal pain, Diarrhea, Neck mass, Regurgitation, Foot or toe swelling, Changes in stool appearance. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Bladder cancer 2) Raynaud disease 3) Intestinal cancer 4) Fracture of the vertebra",Intestinal cancer,3,6,"2) Raynaud disease
Explanation: The symptoms of the patient, such as sharp abdominal pain, diarrhea, neck",2,different
"A patient is presenting with the following symptoms: Sharp abdominal pain, Diarrhea, Neck mass, Regurgitation, Foot or toe swelling, Changes in stool appearance. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Raynaud disease 2) Bladder cancer 3) Fracture of the vertebra 4) Intestinal cancer",Intestinal cancer,4,6,"1) Raynaud disease
Explanation: The symptoms of the patient, such as sharp abdominal pain, diarrhea, neck",1,different
"A patient is presenting with the following symptoms: Headache, Shoulder cramps or spasms, Excessive anger, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Rocky Mountain spotted fever 2) Cushing syndrome 3) Gastrointestinal hemorrhage 4) Nonalcoholic liver disease (NASH)",Rocky Mountain spotted fever,1,6,"2) Cushing syndrome
Explanation: The symptoms described, such as headache, shoulder cramps or spasms, excessive",2,different
"A patient is presenting with the following symptoms: Headache, Shoulder cramps or spasms, Excessive anger, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nonalcoholic liver disease (NASH) 2) Rocky Mountain spotted fever 3) Cushing syndrome 4) Gastrointestinal hemorrhage",Rocky Mountain spotted fever,2,6,"3) Cushing syndrome
Explanation: Cushing syndrome is a rare endocrine disorder caused by excessive production of cortisol,",3,different
"A patient is presenting with the following symptoms: Headache, Shoulder cramps or spasms, Excessive anger, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gastrointestinal hemorrhage 2) Nonalcoholic liver disease (NASH) 3) Rocky Mountain spotted fever 4) Cushing syndrome",Rocky Mountain spotted fever,3,6,"4) Cushing syndrome
Explanation: The symptoms described, such as headache, shoulder cramps or spasms, excessive",4,different
"A patient is presenting with the following symptoms: Headache, Shoulder cramps or spasms, Excessive anger, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gastrointestinal hemorrhage 2) Nonalcoholic liver disease (NASH) 3) Cushing syndrome 4) Rocky Mountain spotted fever",Rocky Mountain spotted fever,4,6,"3) Cushing syndrome
Explanation: The symptoms described, such as headache, shoulder cramps or spasms, excessive",3,different
"A patient is presenting with the following symptoms: Sharp abdominal pain, Nausea, Vomiting, Fatigue, Weakness, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Stomach cancer 2) Marijuana abuse 3) Developmental disability 4) Perirectal infection",Stomach cancer,1,6,"2) Marijuana abuse
Explanation: The symptoms presented are consistent with the effects of marijuana abuse, which can cause abdominal pain",2,different
"A patient is presenting with the following symptoms: Sharp abdominal pain, Nausea, Vomiting, Fatigue, Weakness, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Perirectal infection 2) Stomach cancer 3) Marijuana abuse 4) Developmental disability",Stomach cancer,2,6,"2) Stomach cancer
Explanation: The patient's symptoms, including sharp abdominal pain, nausea, vomiting, fatigue",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Nausea, Vomiting, Fatigue, Weakness, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Developmental disability 2) Marijuana abuse 3) Stomach cancer 4) Perirectal infection",Stomach cancer,3,6,"3) Stomach cancer
Explanation: The patient's symptoms, including sharp abdominal pain, nausea, vomiting, fatigue",3,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Nausea, Vomiting, Fatigue, Weakness, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Developmental disability 2) Marijuana abuse 3) Perirectal infection 4) Stomach cancer",Stomach cancer,4,6,"4) Stomach cancer
Explanation: The patient's symptoms, including sharp abdominal pain, nausea, vomiting, fatigue",4,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Seizures, Hostile behavior, Lack of growth, Difficulty speaking, Temper problems. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Developmental disability 2) Dental caries 3) Autonomic nervous system disorder 4) De Quervain disease",Developmental disability,1,6,"1) Developmental disability
Explanation: The patient's symptoms, including depressive or psychotic symptoms, seizures, hostile behavior,",1,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Seizures, Hostile behavior, Lack of growth, Difficulty speaking, Temper problems. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Autonomic nervous system disorder 2) Developmental disability 3) De Quervain disease 4) Dental caries",Developmental disability,2,6,"2) Developmental disability
Explanation: The symptoms described, such as depressive or psychotic symptoms, seizures, hostile behavior,",2,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Seizures, Hostile behavior, Lack of growth, Difficulty speaking, Temper problems. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) De Quervain disease 2) Dental caries 3) Developmental disability 4) Autonomic nervous system disorder",Developmental disability,3,6,"3) Developmental disability
Explanation: The patient's symptoms, including depressive or psychotic symptoms, seizures, hostile behavior,",3,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Seizures, Hostile behavior, Lack of growth, Difficulty speaking, Temper problems. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) De Quervain disease 2) Autonomic nervous system disorder 3) Dental caries 4) Developmental disability",Developmental disability,4,6,"4) Developmental disability
Explanation: The symptoms described, such as depressive or psychotic symptoms, seizures, hostile behavior,",4,same
"A patient is presenting with the following symptoms: Anxiety and nervousness, Sharp chest pain, Headache, Depressive or psychotic symptoms, Depression, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute stress reaction 2) Atrophic vaginitis 3) Sjogren syndrome 4) Endometriosis",Acute stress reaction,1,6,"1) Acute stress reaction
Explanation: The symptoms described, such as anxiety, nervousness, sharp chest pain,",1,same
"A patient is presenting with the following symptoms: Anxiety and nervousness, Sharp chest pain, Headache, Depressive or psychotic symptoms, Depression, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sjogren syndrome 2) Acute stress reaction 3) Atrophic vaginitis 4) Endometriosis",Acute stress reaction,2,6,"2) Acute stress reaction
Explanation: The symptoms described, such as anxiety, nervousness, sharp chest pain,",2,same
"A patient is presenting with the following symptoms: Anxiety and nervousness, Sharp chest pain, Headache, Depressive or psychotic symptoms, Depression, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Atrophic vaginitis 2) Sjogren syndrome 3) Acute stress reaction 4) Endometriosis",Acute stress reaction,3,6,"3) Acute stress reaction
Explanation: The symptoms described, such as anxiety, nervousness, chest pain, headache",3,same
"A patient is presenting with the following symptoms: Anxiety and nervousness, Sharp chest pain, Headache, Depressive or psychotic symptoms, Depression, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sjogren syndrome 2) Atrophic vaginitis 3) Endometriosis 4) Acute stress reaction",Acute stress reaction,4,6,"4) Acute stress reaction
Explanation: The symptoms described, such as anxiety, nervousness, chest pain, headache",4,same
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Problems with movement, Hostile behavior, Delusions or hallucinations. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Delirium 2) Vaginal yeast infection 3) Vaginal cyst 4) Fibromyalgia",Delirium,1,6,"1) Delirium
Explanation: The patient is presenting with symptoms of cognitive impairment (disturbance of memory),",1,same
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Problems with movement, Hostile behavior, Delusions or hallucinations. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vaginal yeast infection 2) Delirium 3) Fibromyalgia 4) Vaginal cyst",Delirium,2,6,"2) Delirium
Explanation: The symptoms described, such as disturbance of memory, depressive or psychotic symptoms, depression",2,same
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Problems with movement, Hostile behavior, Delusions or hallucinations. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vaginal yeast infection 2) Fibromyalgia 3) Delirium 4) Vaginal cyst",Delirium,3,6,"3) Delirium
Explanation: The symptoms described, such as disturbance of memory, depressive or psychotic symptoms, depression",3,same
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Problems with movement, Hostile behavior, Delusions or hallucinations. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vaginal cyst 2) Vaginal yeast infection 3) Fibromyalgia 4) Delirium",Delirium,4,6,"4) Delirium
Explanation: The symptoms described, such as disturbance of memory, depressive or psychotic symptoms, depression",4,same
"A patient is presenting with the following symptoms: Skin growth, Foot or toe pain, Skin rash, Skin lesion, Abnormal appearing skin, Acne or pimples. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Callus 2) Cervical cancer 3) Fibromyalgia 4) Intussusception",Callus,1,6,"1) Callus
Explanation: The symptoms described, such as skin growth, foot or toe pain, skin rash,",1,same
"A patient is presenting with the following symptoms: Skin growth, Foot or toe pain, Skin rash, Skin lesion, Abnormal appearing skin, Acne or pimples. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cervical cancer 2) Callus 3) Intussusception 4) Fibromyalgia",Callus,2,6,"2) Callus
Explanation: The symptoms described, such as skin growth, foot or toe pain, skin rash,",2,same
