Question,Answer Disease,Answer Index,Number of Symptoms
"A patient is presenting with the following symptoms: Sharp abdominal pain, Rectal bleeding, Blood in stool, Pain of the anus, Mass or swelling around the anus, Drainage in throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the ankle 2) Pick disease 3) Encephalitis 4) Colorectal cancer",Colorectal cancer,4,6
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Skin lesion, Skin moles, Acne or pimples, Skin growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Skin pigmentation disorder 2) Open wound of the mouth 3) Blepharitis 4) Friedrich ataxia",Skin pigmentation disorder,1,6
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Skin lesion, Skin moles, Acne or pimples, Skin growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Friedrich ataxia 2) Skin pigmentation disorder 3) Blepharitis 4) Open wound of the mouth",Skin pigmentation disorder,2,6
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Skin lesion, Skin moles, Acne or pimples, Skin growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Friedrich ataxia 2) Open wound of the mouth 3) Skin pigmentation disorder 4) Blepharitis",Skin pigmentation disorder,3,6
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Skin lesion, Skin moles, Acne or pimples, Skin growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the mouth 2) Blepharitis 3) Friedrich ataxia 4) Skin pigmentation disorder",Skin pigmentation disorder,4,6
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Loss of sensation, Paresthesia, Lip swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Factitious disorder 2) Cushing syndrome 3) Endometrial hyperplasia 4) Hirschsprung disease",Factitious disorder,1,6
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Loss of sensation, Paresthesia, Lip swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hirschsprung disease 2) Factitious disorder 3) Cushing syndrome 4) Endometrial hyperplasia",Factitious disorder,2,6
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Loss of sensation, Paresthesia, Lip swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Endometrial hyperplasia 2) Cushing syndrome 3) Factitious disorder 4) Hirschsprung disease",Factitious disorder,3,6
"A patient is presenting with the following symptoms: Disturbance of memory, Depressive or psychotic symptoms, Depression, Loss of sensation, Paresthesia, Lip swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cushing syndrome 2) Hirschsprung disease 3) Endometrial hyperplasia 4) Factitious disorder",Factitious disorder,4,6
"A patient is presenting with the following symptoms: Sore throat, Nosebleed, Fever, Chills, Ear pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Lymphogranuloma venereum 2) Liver cancer 3) Pancreatic cancer 4) Pyogenic skin infection",Lymphogranuloma venereum,1,6
"A patient is presenting with the following symptoms: Sore throat, Nosebleed, Fever, Chills, Ear pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pyogenic skin infection 2) Lymphogranuloma venereum 3) Pancreatic cancer 4) Liver cancer",Lymphogranuloma venereum,2,6
"A patient is presenting with the following symptoms: Sore throat, Nosebleed, Fever, Chills, Ear pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pancreatic cancer 2) Pyogenic skin infection 3) Lymphogranuloma venereum 4) Liver cancer",Lymphogranuloma venereum,3,6
"A patient is presenting with the following symptoms: Sore throat, Nosebleed, Fever, Chills, Ear pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pyogenic skin infection 2) Liver cancer 3) Pancreatic cancer 4) Lymphogranuloma venereum",Lymphogranuloma venereum,4,6
"A patient is presenting with the following symptoms: Bleeding or discharge from nipple, Pain or soreness of breast, Pelvic pain, Weight gain, Anxiety and nervousness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Galactorrhea of unknown cause 2) Missed abortion 3) Heat stroke 4) Appendicitis",Galactorrhea of unknown cause,1,6
"A patient is presenting with the following symptoms: Bleeding or discharge from nipple, Pain or soreness of breast, Pelvic pain, Weight gain, Anxiety and nervousness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Heat stroke 2) Galactorrhea of unknown cause 3) Missed abortion 4) Appendicitis",Galactorrhea of unknown cause,2,6
"A patient is presenting with the following symptoms: Bleeding or discharge from nipple, Pain or soreness of breast, Pelvic pain, Weight gain, Anxiety and nervousness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Appendicitis 2) Heat stroke 3) Galactorrhea of unknown cause 4) Missed abortion",Galactorrhea of unknown cause,3,6
"A patient is presenting with the following symptoms: Bleeding or discharge from nipple, Pain or soreness of breast, Pelvic pain, Weight gain, Anxiety and nervousness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Appendicitis 2) Heat stroke 3) Missed abortion 4) Galactorrhea of unknown cause",Galactorrhea of unknown cause,4,6
"A patient is presenting with the following symptoms: Cough, Nasal congestion, Excessive growth, Wrist weakness, Elbow weakness, Elbow cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) G6PD enzyme deficiency 2) Ovarian cyst 3) Atrial flutter 4) Gynecomastia",G6PD enzyme deficiency,1,6
"A patient is presenting with the following symptoms: Cough, Nasal congestion, Excessive growth, Wrist weakness, Elbow weakness, Elbow cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Atrial flutter 2) G6PD enzyme deficiency 3) Ovarian cyst 4) Gynecomastia",G6PD enzyme deficiency,2,6
"A patient is presenting with the following symptoms: Cough, Nasal congestion, Excessive growth, Wrist weakness, Elbow weakness, Elbow cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ovarian cyst 2) Gynecomastia 3) G6PD enzyme deficiency 4) Atrial flutter",G6PD enzyme deficiency,3,6
"A patient is presenting with the following symptoms: Cough, Nasal congestion, Excessive growth, Wrist weakness, Elbow weakness, Elbow cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ovarian cyst 2) Gynecomastia 3) Atrial flutter 4) G6PD enzyme deficiency",G6PD enzyme deficiency,4,6
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Neck pain, Arm pain, Shoulder stiffness or tightness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nerve impingement near the shoulder 2) Drug abuse (cocaine) 3) Primary immunodeficiency 4) Omphalitis",Nerve impingement near the shoulder,1,6
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Neck pain, Arm pain, Shoulder stiffness or tightness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Primary immunodeficiency 2) Nerve impingement near the shoulder 3) Drug abuse (cocaine) 4) Omphalitis",Nerve impingement near the shoulder,2,6
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Neck pain, Arm pain, Shoulder stiffness or tightness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Omphalitis 2) Primary immunodeficiency 3) Nerve impingement near the shoulder 4) Drug abuse (cocaine)",Nerve impingement near the shoulder,3,6
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Neck pain, Arm pain, Shoulder stiffness or tightness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Omphalitis 2) Primary immunodeficiency 3) Drug abuse (cocaine) 4) Nerve impingement near the shoulder",Nerve impingement near the shoulder,4,6
"A patient is presenting with the following symptoms: Eye redness, Diminished vision, Itchy scalp, Blindness, Irregular appearing scalp, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Toxoplasmosis 2) Valley fever 3) Aphthous ulcer 4) Liver cancer",Toxoplasmosis,1,6
"A patient is presenting with the following symptoms: Eye redness, Diminished vision, Itchy scalp, Blindness, Irregular appearing scalp, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Valley fever 2) Toxoplasmosis 3) Liver cancer 4) Aphthous ulcer",Toxoplasmosis,2,6
"A patient is presenting with the following symptoms: Eye redness, Diminished vision, Itchy scalp, Blindness, Irregular appearing scalp, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Valley fever 2) Liver cancer 3) Toxoplasmosis 4) Aphthous ulcer",Toxoplasmosis,3,6
"A patient is presenting with the following symptoms: Eye redness, Diminished vision, Itchy scalp, Blindness, Irregular appearing scalp, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Aphthous ulcer 2) Liver cancer 3) Valley fever 4) Toxoplasmosis",Toxoplasmosis,4,6
"A patient is presenting with the following symptoms: Lump or mass of breast, Pain or soreness of breast, Bleeding or discharge from nipple, Arm lump or mass, Bones are painful, Problems with shape or size of breast. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fibroadenoma 2) Meningioma 3) Glaucoma 4) Behcet disease",Fibroadenoma,1,6
"A patient is presenting with the following symptoms: Lump or mass of breast, Pain or soreness of breast, Bleeding or discharge from nipple, Arm lump or mass, Bones are painful, Problems with shape or size of breast. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Meningioma 2) Fibroadenoma 3) Behcet disease 4) Glaucoma",Fibroadenoma,2,6
"A patient is presenting with the following symptoms: Lump or mass of breast, Pain or soreness of breast, Bleeding or discharge from nipple, Arm lump or mass, Bones are painful, Problems with shape or size of breast. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Behcet disease 2) Meningioma 3) Fibroadenoma 4) Glaucoma",Fibroadenoma,3,6
"A patient is presenting with the following symptoms: Lump or mass of breast, Pain or soreness of breast, Bleeding or discharge from nipple, Arm lump or mass, Bones are painful, Problems with shape or size of breast. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Behcet disease 2) Glaucoma 3) Meningioma 4) Fibroadenoma",Fibroadenoma,4,6
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Skin on arm or hand looks infected, Hand tightness, Hand stiffness, bleeding. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the hand 2) Teething syndrome 3) Vocal cord polyp 4) Intestinal cancer",Open wound of the hand,1,6
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Skin on arm or hand looks infected, Hand tightness, Hand stiffness, bleeding. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Teething syndrome 2) Open wound of the hand 3) Intestinal cancer 4) Vocal cord polyp",Open wound of the hand,2,6
