Question,Answer Disease,Answer Index,Number of Symptoms,llama31b_Answer,extracted,check
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Skin on arm or hand looks infected, Hand tightness, Hand stiffness, bleeding. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Teething syndrome 2) Open wound of the hand 3) Intestinal cancer 4) Vocal cord polyp",Open wound of the hand,2,6,"2) Open wound of the hand
Explanation: The patient is presenting with symptoms of hand or finger pain, swelling, and bleeding, which are indicative of an open wound. The presence of an infection is also suggested by the skin on the arm",2,same
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Skin on arm or hand looks infected, Hand tightness, Hand stiffness, bleeding. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Intestinal cancer 2) Vocal cord polyp 3) Open wound of the hand 4) Teething syndrome",Open wound of the hand,3,6,"3) Open wound of the hand
Explanation: The patient is presenting with symptoms of hand or finger pain, swelling, and bleeding, which are indicative of an open wound. The presence of an infected skin on the arm or hand further supports this",3,same
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Skin on arm or hand looks infected, Hand tightness, Hand stiffness, bleeding. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Teething syndrome 2) Intestinal cancer 3) Vocal cord polyp 4) Open wound of the hand",Open wound of the hand,4,6,"4) Open wound of the hand
Explanation: The patient is presenting with symptoms of hand or finger pain, swelling, and bleeding, which are indicative of an open wound. The presence of an infection is also suggested by the skin on the arm",4,same
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Lower abdominal pain, Problems during pregnancy, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Missed abortion 2) Endocarditis 3) Injury to the face 4) Juvenile rheumatoid arthritis",Missed abortion,1,6,"1) Missed abortion
Explanation: A missed abortion is a condition in which the fetus has died in the uterus but has not been expelled. The symptoms of a missed abortion include spotting or bleeding during pregnancy, sharp abdominal pain, pain during pregnancy",1,same
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Lower abdominal pain, Problems during pregnancy, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Juvenile rheumatoid arthritis 2) Missed abortion 3) Endocarditis 4) Injury to the face",Missed abortion,2,6,"2) Missed abortion
Explanation: Missed abortion is a condition where the fetus has died in the uterus but has not been expelled. It is a common cause of bleeding and pain during pregnancy. The symptoms described in the question, such as",2,same
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Lower abdominal pain, Problems during pregnancy, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the face 2) Juvenile rheumatoid arthritis 3) Missed abortion 4) Endocarditis",Missed abortion,3,6,"3) Missed abortion
Explanation: Missed abortion is a condition where the fetus has died in the uterus but has not been expelled. It is a common cause of bleeding and pain during pregnancy. The symptoms described in the question, such as",3,same
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Lower abdominal pain, Problems during pregnancy, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the face 2) Juvenile rheumatoid arthritis 3) Endocarditis 4) Missed abortion",Missed abortion,4,6,"4) Missed abortion
Explanation: A missed abortion is a condition in which the fetus has died in the uterus but has not been expelled. The symptoms of a missed abortion include spotting or bleeding during pregnancy, sharp abdominal pain, pain during pregnancy",4,same
"A patient is presenting with the following symptoms: Vomiting, Nausea, Weakness, Sharp abdominal pain, Sharp chest pain, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Diabetic ketoacidosis 2) Foreign body in the vagina 3) Interstitial lung disease 4) Mumps",Diabetic ketoacidosis,1,6,"1) Diabetic ketoacidosis
Explanation: Diabetic ketoacidosis (DKA) is a complication of diabetes that occurs when the body produces high levels of blood acids called ketones. The patient's symptoms of vomiting, nausea, weakness",1,same
"A patient is presenting with the following symptoms: Vomiting, Nausea, Weakness, Sharp abdominal pain, Sharp chest pain, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Foreign body in the vagina 2) Diabetic ketoacidosis 3) Interstitial lung disease 4) Mumps",Diabetic ketoacidosis,2,6,"2) Diabetic ketoacidosis
Explanation: Diabetic ketoacidosis (DKA) is a complication of diabetes that occurs when the body produces high levels of blood acids called ketones. The patient's symptoms of vomiting, nausea, weakness",2,same
"A patient is presenting with the following symptoms: Vomiting, Nausea, Weakness, Sharp abdominal pain, Sharp chest pain, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Foreign body in the vagina 2) Mumps 3) Diabetic ketoacidosis 4) Interstitial lung disease",Diabetic ketoacidosis,3,6,"3) Diabetic ketoacidosis
Explanation: Diabetic ketoacidosis (DKA) is a complication of diabetes that occurs when the body produces high levels of blood acids called ketones. The patient's symptoms of vomiting, nausea, weakness",3,same
"A patient is presenting with the following symptoms: Vomiting, Nausea, Weakness, Sharp abdominal pain, Sharp chest pain, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mumps 2) Interstitial lung disease 3) Foreign body in the vagina 4) Diabetic ketoacidosis",Diabetic ketoacidosis,4,6,"4) Diabetic ketoacidosis
Explanation: Diabetic ketoacidosis (DKA) is a serious complication of diabetes that occurs when the body produces high levels of blood acids called ketones. The patient's symptoms of vomiting, nausea,",4,same
"A patient is presenting with the following symptoms: Nausea, Sharp chest pain, Groin pain, Vaginal pain, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Granuloma inguinale 2) Fracture of the ankle 3) Pityriasis rosea 4) Tinnitus of unknown cause",Granuloma inguinale,1,6,"1) Granuloma inguinale
Explanation: The patient is presenting with symptoms of a sexually transmitted infection (STI). The symptoms of nausea, sharp chest pain, groin pain, vaginal pain, vulvar sore, and loss of sex",1,same
"A patient is presenting with the following symptoms: Nausea, Sharp chest pain, Groin pain, Vaginal pain, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pityriasis rosea 2) Granuloma inguinale 3) Tinnitus of unknown cause 4) Fracture of the ankle",Granuloma inguinale,2,6,"2) Granuloma inguinale
Explanation: The patient is presenting with symptoms of a sexually transmitted infection (STI). The symptoms of nausea, sharp chest pain, groin pain, vaginal pain, vulvar sore, and loss of sex",2,same
"A patient is presenting with the following symptoms: Nausea, Sharp chest pain, Groin pain, Vaginal pain, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pityriasis rosea 2) Tinnitus of unknown cause 3) Granuloma inguinale 4) Fracture of the ankle",Granuloma inguinale,3,6,"3) Granuloma inguinale
Explanation: The patient is presenting with symptoms of a sexually transmitted infection (STI). The symptoms of nausea, sharp chest pain, groin pain, vaginal pain, vulvar sore, and loss of sex",3,same
"A patient is presenting with the following symptoms: Nausea, Sharp chest pain, Groin pain, Vaginal pain, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pityriasis rosea 2) Tinnitus of unknown cause 3) Fracture of the ankle 4) Granuloma inguinale",Granuloma inguinale,4,6,"4) Granuloma inguinale
Explanation: The patient is presenting with symptoms of a sexually transmitted infection (STI). The symptoms of nausea, sharp chest pain, groin pain, vaginal pain, vulvar sore, and loss of sex",4,same
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hemorrhagic fever 2) Dislocation of the hip 3) Pericarditis 4) Spina bifida",Hemorrhagic fever,1,6,"4) Spina bifida
Explanation: Spina bifida is a congenital defect of the spine that can cause a variety of symptoms, including pain in the back, legs, and other areas. The patient's symptoms of pain in the",4,different
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Spina bifida 2) Hemorrhagic fever 3) Dislocation of the hip 4) Pericarditis",Hemorrhagic fever,2,6,"1) Spina bifida
Explanation: The patient is presenting with pain in the eye, shoulder, face, ankle, and wrist. These symptoms are suggestive of a condition that affects the nerves. Spina bifida is a congenital condition",1,different
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pericarditis 2) Dislocation of the hip 3) Hemorrhagic fever 4) Spina bifida",Hemorrhagic fever,3,6,"1) Pericarditis
Explanation: The patient is presenting with pain in the eye, shoulder, face, ankle, and wrist. These symptoms are suggestive of pericarditis, which is an inflammation of the pericardium,",1,different
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain, Ankle pain, Wrist pain, Pain during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Spina bifida 2) Pericarditis 3) Dislocation of the hip 4) Hemorrhagic fever",Hemorrhagic fever,4,6,"1) Spina bifida
Explanation: Spina bifida is a congenital defect of the spine that can cause a variety of symptoms, including pain in the back, legs, and other areas. The patient's symptoms of pain in the",1,different
